,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.000000,1.000000"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.000000,1.000000"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,105,105,105,105,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,105,100,0,100,0,105,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,100,100,0,0,100,0,100,105,105,105,0,105,105,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,100,0,0,100,100,100,100,0,105,105,105,100,0,105,100,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,100,0,0,100,100,100,0,0,100,100,100,105,105,0,105,0,100,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,100,0,100,0,0,100,0,100,100,0,0,0,105,105,105,0,100,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,100,0,100,100,0,100,100,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,100,0,0,0,100,100,0,0,0,0,0,100,100,100,100,0,0,100,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,100,0,100,0,100,100,0,0,100,100,105,100,100,100,100,100,0,100,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,105,105,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,100,0,100,105,105,100,100,100,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,100,0,0,100,100,100,100,100,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,100,105,105,105,100,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,105,105,100,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,105,100,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,
